animal_type,breed,age,weight,gender,primary_symptom,secondary_symptoms,data_source,age_category,weight_category,symptom_count,has_fever,has_vomiting,has_diarrhea,has_lethargy,has_coughing,has_appetite_loss,has_skin_lesions,has_lameness,symptom_severity,is_emergency,is_chronic,breed_size,breed_health_risk,life_stage,is_young,is_senior,weight_age_ratio,weight_status,symptom_pattern,season,time_of_day,urgency_level,animal_type_encoded,breed_encoded,gender_encoded,primary_symptom_encoded,symptom_severity_encoded,breed_size_encoded,breed_health_risk_encoded,life_stage_encoded,weight_status_encoded,symptom_pattern_encoded,season_encoded,time_of_day_encoded,data_source_encoded
Cat,Bengal,8.4,5.2,Unknown,Lying Down,Lying Down; Lethargy; Fever; Appetite Loss; Lethargy,Veterinary Clinical Data,Senior,Medium,5,True,False,False,True,False,True,False,False,Low,False,False,Unknown,Low Risk,Senior,False,True,0.5531914893617021,Normal,Gastrointestinal; Neurological,Fall,Night,1,3,16,2,381,2,4,5,5,0,6,0,3,4
Cat,Mixed Breed,6.4,6.2,Unknown,Coughing,Coughing; Vomiting; Coughing; Lethargy; Coughing,Veterinary Clinical Data,Adult,Medium,5,False,True,False,True,True,False,False,False,Low,False,False,Unknown,Low Risk,Adult,False,False,0.8378378378378378,Normal,Gastrointestinal; Respiratory; Neurological,Fall,Morning,1,3,75,2,106,2,4,5,0,0,14,0,2,4
Dog,Poodle,8.1,3.5,Unknown,Red Skin,Red Skin; Loss Of Appetite; Moist; Lameness; Pain,Veterinary Clinical Data,Senior,Small,5,False,False,False,False,False,False,False,True,Low,False,False,Small,Skin Issues,Senior,False,True,0.38461538461538464,Underweight,Musculoskeletal,Spring,Morning,1,7,87,2,484,2,2,8,5,2,19,1,2,4
Cat,British Shorthair,13.5,3.8,Unknown,Vomiting,Vomiting; Pain; Pain; Lethargy; Red On Affected Area,Veterinary Clinical Data,Senior,Small,5,False,True,False,True,False,False,False,False,Medium,False,False,Unknown,Low Risk,Geriatric,False,True,0.26206896551724135,Normal,Gastrointestinal; Neurological; Musculoskeletal,Winter,Evening,2,3,25,2,694,3,4,5,1,0,9,3,1,4
Dog,Mixed Breed,13.6,25.2,Unknown,Fever,Fever; Uncharacteristic Hiding; Lethargy; Dehydration; Stopped Eat,Veterinary Clinical Data,Senior,Large,5,True,False,False,True,False,False,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,1.726027397260274,Normal,Neurological,Fall,Morning,3,7,75,2,229,1,4,5,1,0,20,0,2,4
Dog,German Shepherd,5.1,39.1,Unknown,Swelling,Swelling; Heat; Flank; Pain; Nasal Discharge,Veterinary Clinical Data,Adult,XLarge,5,False,False,False,False,False,False,False,False,Low,False,False,Large,Hip Dysplasia,Adult,False,False,6.409836065573771,Normal,Respiratory; Musculoskeletal,Winter,Evening,1,7,51,2,618,2,1,4,0,0,27,3,1,4
Dog,Poodle,11.1,6.8,Unknown,Fever,Fever; Fever; Dull; Sneezing; Vomiting,Veterinary Clinical Data,Senior,Medium,5,True,True,False,False,False,False,False,False,High,False,False,Small,Skin Issues,Geriatric,False,True,0.5619834710743802,Normal,Gastrointestinal; Respiratory,Summer,Night,3,7,87,2,229,1,2,8,1,0,10,2,3,4
Dog,German Shepherd,14.8,25.7,Unknown,Foul Smelling,Foul Smelling; Diarrhea; Colic; Bloody Discharge; Blood Clots,Veterinary Clinical Data,Senior,Large,5,False,False,True,False,False,False,False,False,Low,False,False,Large,Hip Dysplasia,Geriatric,False,True,1.6265822784810124,Normal,Gastrointestinal,Fall,Afternoon,1,7,51,2,247,2,1,4,1,0,2,0,0,4
Dog,Yorkshire Terrier,7.1,5.3,Unknown,Sneezing,Sneezing; Lethargy; Fever; Appetite Loss; Fever,Veterinary Clinical Data,Senior,Medium,5,True,False,False,True,False,True,False,False,Low,False,False,Toy,Low Risk,Senior,False,True,0.654320987654321,Normal,Gastrointestinal; Respiratory; Neurological,Winter,Morning,1,7,121,2,583,2,3,5,5,0,14,3,2,4
Dog,Rottweiler,9.7,39.7,Unknown,Inability To Stand,Inability To Stand; Diarrhea; Bottle Jaw; Pot Belly; Dry Hair Coat,Veterinary Clinical Data,Senior,XLarge,5,False,False,True,False,False,False,False,False,Low,False,False,Large,Low Risk,Senior,False,True,3.7102803738317762,Normal,Gastrointestinal,Winter,Night,1,7,94,2,305,2,1,5,5,0,2,3,3,4
Dog,Yorkshire Terrier,10.4,4.9,Unknown,Fever,Fever; Lethargy; Morbidity; Appetite Loss; Diarrhea,Veterinary Clinical Data,Senior,Small,5,True,False,True,True,False,True,False,False,High,False,False,Toy,Low Risk,Geriatric,False,True,0.4298245614035088,Underweight,Gastrointestinal; Neurological,Summer,Afternoon,3,7,121,2,229,1,3,5,1,2,6,2,0,4
Cat,Siamese,12.0,3.2,Unknown,Poor Growth,Poor Growth; Short Stature; Enlargement Of Bones; Lameness; Weigth Bearing Long Bones,Veterinary Clinical Data,Senior,Small,5,False,False,False,False,False,False,False,True,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.24615384615384617,Normal,Musculoskeletal,Winter,Afternoon,1,3,102,2,459,2,4,5,1,0,19,3,0,4
Dog,Golden Retriever,9.7,37.7,Unknown,Restlessness,Restlessness; Kick; Lethargy; Nible At Their Wool; Scratching,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,True,False,False,False,False,Low,False,False,Large,Cancer,Senior,False,True,3.523364485981309,Normal,Neurological,Winter,Afternoon,1,7,52,2,500,2,1,1,5,0,20,3,0,4
Dog,Boxer,11.7,28.5,Unknown,Immediate Death,Immediate Death; Difficulty In Breathing; Blue Colored Lip; Bloody Discharge; Neurologic Abnormalities,Veterinary Clinical Data,Senior,Large,5,False,False,False,False,False,False,False,False,Low,False,False,Unknown,Cardiac,Geriatric,False,True,2.2440944881889764,Normal,General,Summer,Night,1,7,23,2,299,2,4,2,1,0,18,2,3,4
Cat,Mixed Breed,15.0,3.8,Unknown,Weight Loss,Weight Loss; Decreased Growth Of Bone; Grunting; Lethargy; Lameness,Veterinary Clinical Data,Senior,Small,5,False,False,False,True,False,False,False,True,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.2375,Normal,Neurological; Musculoskeletal,Fall,Night,3,3,75,2,709,1,4,5,1,0,23,0,3,4
Cat,Sphynx,15.6,2.9,Unknown,Semen Examination,Semen Examination; Diarrhea; Lethargy; Red And Inflammation Ear; Lethargy,Veterinary Clinical Data,Geriatric,Small,5,False,False,True,True,False,False,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.17469879518072287,Normal,Gastrointestinal; Neurological,Winter,Evening,1,3,107,2,537,2,4,5,1,0,6,3,1,4
Dog,Mixed Breed,12.8,31.9,Unknown,Swelling On Thebody,Swelling On Thebody; Lllthrift; Weight Loss; Skin Lesion; Lameness,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,False,False,False,False,True,Low,False,False,Unknown,Low Risk,Geriatric,False,True,2.3115942028985503,Normal,Musculoskeletal,Winter,Afternoon,1,7,75,2,632,2,4,5,1,0,19,3,0,4
Cat,Bengal,5.6,6.0,Unknown,Spines,Spines; Unusally Thin; Lethargy; Enlarged Skulls; Lethargy,Veterinary Clinical Data,Adult,Medium,5,False,False,False,True,False,False,False,False,Low,False,False,Unknown,Low Risk,Adult,False,False,0.9090909090909092,Normal,Neurological,Winter,Afternoon,1,3,16,2,590,2,4,5,0,0,20,3,0,4
Cat,Mixed Breed,7.8,2.7,Unknown,Swelling,Swelling; Pain; Lethargy; Smell Of Ammonia; Ulcer,Veterinary Clinical Data,Senior,Small,5,False,False,False,True,False,False,False,False,Low,False,False,Unknown,Low Risk,Senior,False,True,0.3068181818181818,Normal,Neurological; Musculoskeletal,Spring,Afternoon,1,3,75,2,618,2,4,5,5,0,23,1,0,4
Dog,Golden Retriever,13.1,33.0,Unknown,Death,Death; Uteria Inertia; Fetopelvic Dispropotion; Fast Breathing; Pain,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,False,False,False,False,False,Low,False,False,Large,Cancer,Geriatric,False,True,2.3404255319148937,Normal,Musculoskeletal,Summer,Evening,1,7,52,2,115,2,1,1,1,0,19,2,1,4
Cat,Scottish Fold,2.2,5.3,Unknown,Drop On Egg Production,Drop On Egg Production; Coughing; Diarrhea; Lethargy; Weight Loss,Veterinary Clinical Data,Young,Medium,5,False,False,True,True,True,False,False,False,Low,False,False,Unknown,Low Risk,Young Adult,False,False,1.6562499999999998,Normal,Gastrointestinal; Respiratory; Neurological,Spring,Afternoon,1,3,97,2,168,2,4,5,7,0,14,1,0,4
Dog,Boxer,9.3,15.0,Unknown,Coughing,Coughing; Weight Loss; Lethargy; Fever; Sluggish,Veterinary Clinical Data,Senior,Medium,5,True,False,False,True,True,False,False,False,Low,False,False,Unknown,Cardiac,Senior,False,True,1.4563106796116503,Normal,Respiratory; Neurological,Summer,Night,1,7,23,2,106,2,4,2,5,0,28,2,3,4
Cat,Bengal,11.5,4.7,Unknown,Lethargy,Lethargy; Diarrhea; Vomiting; Discharge From Eye; Appetite Loss,Veterinary Clinical Data,Senior,Small,5,False,True,True,True,False,True,False,False,Medium,False,False,Unknown,Low Risk,Geriatric,False,True,0.376,Normal,Gastrointestinal; Neurological,Fall,Afternoon,2,3,16,2,355,3,4,5,1,0,6,0,0,4
Cat,Mixed Breed,13.7,4.6,Unknown,Pain,Pain; Pain; Pain; Vomiting; Vomiting,Veterinary Clinical Data,Senior,Small,5,False,True,False,False,False,False,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.3129251700680272,Normal,Gastrointestinal; Musculoskeletal,Fall,Morning,3,3,75,2,437,1,4,5,1,0,5,0,2,4
Cat,Scottish Fold,11.6,5.6,Unknown,Thivk Skin,Thivk Skin; Crusty; Scaly Skin; Lesion; Pain,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,False,False,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.4444444444444444,Normal,Musculoskeletal,Winter,Night,1,3,97,2,660,2,4,5,1,0,19,3,3,4
Dog,Golden Retriever,4.6,32.1,Unknown,Coughing,Coughing; Appetite Loss; Weight Loss; Deability; Diarrhea,Veterinary Clinical Data,Adult,XLarge,5,False,False,True,False,True,True,False,False,Low,False,False,Large,Cancer,Adult,False,False,5.732142857142858,Normal,Gastrointestinal; Respiratory,Summer,Evening,1,7,52,2,106,2,1,1,0,0,10,2,1,4
Dog,Labrador Retriever,6.7,40.9,Unknown,Pain,Pain; Fever; Appetite Loss; Vomiting; Lethargy,Veterinary Clinical Data,Adult,XLarge,5,True,True,False,True,False,True,False,False,High,False,False,Large,Obesity,Adult,False,False,5.311688311688312,Normal,Gastrointestinal; Neurological; Musculoskeletal,Fall,Afternoon,3,7,63,2,437,1,1,6,0,0,9,0,0,4
Dog,Beagle,7.2,15.0,Unknown,Lethargy,Lethargy; Lethargy; Weight Loss; Vomiting; Fever,Veterinary Clinical Data,Senior,Medium,5,True,True,False,True,False,False,False,False,Medium,False,False,Small,Epilepsy,Senior,False,True,1.829268292682927,Normal,Gastrointestinal; Neurological,Summer,Morning,2,7,13,2,355,3,2,3,5,0,6,2,2,4
Cat,Siamese,15.7,6.1,Unknown,Pnemonia,Pnemonia; Arthritis; Lameness; Loss Of Appetite; Eye Disharge,Veterinary Clinical Data,Geriatric,Medium,5,False,False,False,False,False,False,False,True,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.3652694610778443,Normal,Musculoskeletal,Fall,Evening,1,3,102,2,451,2,4,5,1,0,19,0,1,4
Dog,Rottweiler,12.1,26.1,Unknown,Reduce Reproductive Potential,Reduce Reproductive Potential; Loss Of Milk Production; Sloughing Of The Tail; Fever; Agalactia,Veterinary Clinical Data,Senior,Large,5,True,False,False,False,False,False,False,False,Low,False,False,Large,Low Risk,Geriatric,False,True,1.9923664122137406,Normal,General,Spring,Evening,1,7,94,2,492,2,1,5,1,0,18,1,1,4
Cat,British Shorthair,5.7,6.6,Unknown,Itches,Itches; Pain; Head Tilt; Lethargy; Diarrhea,Veterinary Clinical Data,Adult,Medium,5,False,False,True,True,False,False,False,False,Low,False,False,Unknown,Low Risk,Adult,False,False,0.9850746268656716,Normal,Gastrointestinal; Neurological; Musculoskeletal,Fall,Night,1,3,25,2,321,2,4,5,0,0,9,0,3,4
Cat,Ragdoll,3.4,7.3,Unknown,Appetite Loss,Appetite Loss; Pain; Pain; Diarrhea; Weight Loss,Veterinary Clinical Data,Adult,Medium,5,False,False,True,False,False,True,False,False,Medium,False,False,Unknown,Low Risk,Adult,False,False,1.659090909090909,Normal,Gastrointestinal; Musculoskeletal,Spring,Evening,2,3,89,2,27,3,4,5,0,0,5,1,1,4
Cat,Persian,5.3,4.6,Unknown,Coughing,Coughing; Lethargy; Coughing; Coughing; Blue Straws,Veterinary Clinical Data,Adult,Small,5,False,False,False,True,True,False,False,False,Low,False,False,Unknown,Low Risk,Adult,False,False,0.7301587301587301,Normal,Respiratory; Neurological,Fall,Evening,1,3,82,2,106,2,4,5,0,0,28,0,1,4
Dog,Bulldog,9.2,15.4,Unknown,Fever,Fever; Labored Breathing; Coughing; Lethargy; Sneezing,Veterinary Clinical Data,Senior,Large,5,True,False,False,True,True,False,False,False,High,False,False,Unknown,Respiratory,Senior,False,True,1.5098039215686276,Normal,Respiratory; Neurological,Winter,Evening,3,7,27,2,229,1,4,7,5,0,28,3,1,4
Cat,Persian,14.1,2.6,Unknown,Diarrhea,Diarrhea; Coughing; Scartching; Diarrhea; Facial Swelling,Veterinary Clinical Data,Senior,Small,5,False,False,True,False,True,False,False,False,Medium,False,False,Unknown,Low Risk,Geriatric,False,True,0.17218543046357618,Normal,Gastrointestinal; Respiratory,Spring,Evening,2,3,82,2,128,3,4,5,1,0,10,1,1,4
Dog,German Shepherd,4.9,31.7,Unknown,Lethargy,Lethargy; Weight Loss; Vomiting; Sneezing; Diarrhea,Veterinary Clinical Data,Adult,XLarge,5,False,True,True,True,False,False,False,False,Medium,False,False,Large,Hip Dysplasia,Adult,False,False,5.372881355932203,Normal,Gastrointestinal; Respiratory; Neurological,Fall,Afternoon,2,7,51,2,355,3,1,4,0,0,14,0,0,4
Dog,Yorkshire Terrier,1.0,10.0,Unknown,Swelling On Leg,Swelling On Leg; Pain; Appetite Loss; Broken Bones; Nasal Discharge,Veterinary Clinical Data,Puppy/Kitten,Medium,5,False,False,False,False,False,True,False,False,Low,False,False,Toy,Low Risk,Young Adult,True,False,5.0,Normal,Gastrointestinal; Respiratory; Musculoskeletal,Winter,Afternoon,1,7,121,2,631,2,3,5,7,0,13,3,0,4
Dog,Bulldog,3.1,18.8,Unknown,Fever,Fever; Loss Of Appetite; Lession On The Skin; Lethargy; Pain,Veterinary Clinical Data,Adult,Large,5,True,False,False,True,False,False,False,False,High,False,False,Unknown,Respiratory,Adult,False,False,4.585365853658537,Normal,Neurological; Musculoskeletal,Spring,Afternoon,3,7,27,2,229,1,4,7,0,0,23,1,0,4
Cat,Scottish Fold,13.1,6.0,Unknown,Weight Loss,Weight Loss; Red Patches; Weight Loss; Appetite Loss; Coughing,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,True,True,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.425531914893617,Normal,Gastrointestinal; Respiratory,Winter,Afternoon,3,3,97,2,709,1,4,5,1,0,10,3,0,4
Cat,Ragdoll,11.3,7.7,Unknown,Dyspnea,Dyspnea; Sneezing; Coughing; Difficulty In Breathing; Pain,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,True,False,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.6260162601626016,Normal,Respiratory; Musculoskeletal,Summer,Morning,1,3,89,2,176,2,4,5,1,0,27,2,2,4
Cat,Sphynx,1.5,2.5,Unknown,Lethargy,Lethargy; Lethargy; Lethargy; Vomiting; Lethargy,Veterinary Clinical Data,Young,Small,5,False,True,False,True,False,False,False,False,Medium,False,False,Unknown,Low Risk,Young Adult,True,False,1.0,Normal,Gastrointestinal; Neurological,Summer,Afternoon,2,3,107,2,355,3,4,5,7,0,6,2,0,4
Cat,Sphynx,3.8,4.9,Unknown,Skin Infection,Skin Infection; Secondary Infection; Coughing; Lethargy; Shaking Oh Head,Veterinary Clinical Data,Adult,Small,5,False,False,False,True,True,False,False,False,Low,False,False,Unknown,Low Risk,Adult,False,False,1.0208333333333335,Normal,Respiratory; Neurological,Spring,Evening,1,3,107,2,565,2,4,5,0,0,28,1,1,4
Cat,Mixed Breed,11.6,3.3,Unknown,Loss Of Appetite,Loss Of Appetite; Lethargy; Swollen Teats; Fever; Lameness,Veterinary Clinical Data,Senior,Small,5,True,False,False,True,False,False,False,True,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.2619047619047619,Normal,Gastrointestinal; Neurological; Musculoskeletal,Fall,Afternoon,1,3,75,2,368,2,4,5,1,0,9,0,0,4
Dog,Labrador Retriever,1.1,32.8,Unknown,Swelling Of Internal Organs,Swelling Of Internal Organs; Fatigue; Abortion At The End Of Gestation; Pain; Weak Calves,Veterinary Clinical Data,Young,XLarge,5,False,False,False,False,False,False,False,False,Low,False,False,Large,Obesity,Young Adult,True,False,15.619047619047617,Normal,Musculoskeletal,Spring,Afternoon,1,7,63,2,625,2,1,6,7,0,19,1,0,4
Cat,Sphynx,3.5,6.0,Unknown,Pain,Pain; Tremor Of Head And Neck; Kicking At The Belly; Exercise In Tolerance; Blindness,Veterinary Clinical Data,Adult,Medium,5,False,False,False,False,False,False,False,False,High,False,False,Unknown,Low Risk,Adult,False,False,1.3333333333333333,Normal,Musculoskeletal,Winter,Night,3,3,107,2,437,1,4,5,0,0,19,3,3,4
Cat,Maine Coon,10.4,6.9,Unknown,Vomiting,Vomiting; Coughing; Fatty Stool; Coughing; Coughing,Veterinary Clinical Data,Senior,Medium,5,False,True,False,False,True,False,False,False,Medium,False,False,Unknown,Low Risk,Geriatric,False,True,0.6052631578947368,Normal,Gastrointestinal; Respiratory,Fall,Evening,2,3,70,2,694,3,4,5,1,0,10,0,1,4
Dog,Beagle,4.9,23.1,Unknown,Appetite Loss,Appetite Loss; Pain; Vomiting; Coughing; Lethargy,Veterinary Clinical Data,Adult,Large,5,False,True,False,True,True,True,False,False,Medium,False,False,Small,Epilepsy,Adult,False,False,3.915254237288136,Normal,Gastrointestinal; Respiratory; Neurological; Musculoskeletal,Summer,Afternoon,2,7,13,2,27,3,2,3,0,0,17,2,0,4
Dog,Beagle,6.7,28.9,Unknown,Nasal Discharge,Nasal Discharge; Darkened Skin; Lethargy; Coughing; Loss Of Appettite,Veterinary Clinical Data,Adult,Large,5,False,False,False,True,True,False,False,False,Low,False,False,Small,Epilepsy,Adult,False,False,3.753246753246753,Normal,Respiratory; Neurological,Fall,Afternoon,1,7,13,2,409,2,2,3,0,0,28,0,0,4
Dog,Poodle,8.3,4.0,Unknown,Fever,Fever; Pain; Weight Loss; Berberi; Pain,Veterinary Clinical Data,Senior,Small,5,True,False,False,False,False,False,False,False,High,False,False,Small,Skin Issues,Senior,False,True,0.4301075268817204,Underweight,Musculoskeletal,Summer,Afternoon,3,7,87,2,229,1,2,8,5,2,19,2,0,4
Dog,Labrador Retriever,1.5,32.5,Unknown,Stand With Head Droping,Stand With Head Droping; Pain; Lethargy; Lethargy; Blooody Fluid,Veterinary Clinical Data,Young,XLarge,5,False,False,False,True,False,False,False,False,Low,False,False,Large,Obesity,Young Adult,True,False,13.0,Normal,Neurological; Musculoskeletal,Fall,Morning,1,7,63,2,597,2,1,6,7,0,23,0,2,4
Dog,Mixed Breed,9.2,27.7,Unknown,Most Often None,Most Often None; Sneezing; Nasal Discharge; Dyspnea; Pain,Veterinary Clinical Data,Senior,Large,5,False,False,False,False,False,False,False,False,Low,False,False,Unknown,Low Risk,Senior,False,True,2.715686274509804,Normal,Respiratory; Musculoskeletal,Fall,Afternoon,1,7,75,2,396,2,4,5,5,0,27,0,0,4
Dog,Rottweiler,8.1,28.6,Unknown,Tear Production,Tear Production; Anversion To Light; Bluish White Opacity; Blindness; Pain,Veterinary Clinical Data,Senior,Large,5,False,False,False,False,False,False,False,False,Low,False,False,Large,Low Risk,Senior,False,True,3.1428571428571432,Normal,Musculoskeletal,Fall,Night,1,7,94,2,650,2,1,5,5,0,19,0,3,4
Dog,Mixed Breed,5.5,38.9,Unknown,Scartch,Scartch; High Moratality; Coughing; Appetite Loss; Sneezing,Veterinary Clinical Data,Adult,XLarge,5,False,False,False,False,True,True,False,False,Low,False,False,Unknown,Low Risk,Adult,False,False,5.984615384615385,Normal,Gastrointestinal; Respiratory,Winter,Evening,1,7,75,2,524,2,4,5,0,0,10,3,1,4
Cat,Persian,15.5,5.0,Unknown,Convulsion,Convulsion; Loss Of Consciousness; Chewing; Twitching; Salivating,Veterinary Clinical Data,Geriatric,Small,5,False,False,False,False,False,False,False,False,Low,False,False,Unknown,Low Risk,Geriatric,False,True,0.30303030303030304,Normal,Dermatological,Winter,Evening,1,3,82,2,104,2,4,5,1,0,0,3,1,4
Cat,Scottish Fold,2.3,6.5,Unknown,Weight Loss,Weight Loss; Stumbling; Lethargy; Drooling; Drooping Ears,Veterinary Clinical Data,Young,Medium,5,False,False,False,True,False,False,False,False,High,False,False,Unknown,Low Risk,Young Adult,False,False,1.9696969696969697,Normal,Neurological,Spring,Afternoon,3,3,97,2,709,1,4,5,7,0,20,1,0,4
Dog,Mixed Breed,10.9,22.5,Unknown,Weight Loss,Weight Loss; Coughing; Vomiting; Vomiting; Lethargy,Veterinary Clinical Data,Senior,Large,5,False,True,False,True,True,False,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,1.8907563025210083,Normal,Gastrointestinal; Respiratory; Neurological,Spring,Afternoon,3,7,75,2,709,1,4,5,1,0,14,1,0,4
Dog,Mixed Breed,11.8,9.8,Unknown,Fever,Fever; Diarrhea; Appetite Loss; Weight Loss; Vomitting,Veterinary Clinical Data,Senior,Medium,5,True,False,True,False,False,True,False,False,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.765625,Normal,Gastrointestinal,Summer,Afternoon,3,7,75,2,229,1,4,5,1,0,2,2,0,4
Cat,Maine Coon,14.0,6.1,Unknown,Appetite Loss,Appetite Loss; Coughing; Lethargy; Colic; Weight Loss,Veterinary Clinical Data,Senior,Medium,5,False,False,False,True,True,True,False,False,Medium,False,False,Unknown,Low Risk,Geriatric,False,True,0.4066666666666666,Normal,Gastrointestinal; Respiratory; Neurological,Winter,Evening,2,3,70,2,27,3,4,5,1,0,14,3,1,4
Cat,Maine Coon,5.9,7.9,Unknown,Fever,Fever; Weight Loss; Weight Loss; Pain; Muscle Loss,Veterinary Clinical Data,Adult,Medium,5,True,False,False,False,False,False,False,False,High,False,False,Unknown,Low Risk,Adult,False,False,1.144927536231884,Normal,Musculoskeletal,Summer,Evening,3,3,70,2,229,1,4,5,0,0,19,2,1,4
Cat,Maine Coon,6.2,7.8,Unknown,Fever,Fever; Muscle Loss; Pain; Weight Loss; Weight Loss,Veterinary Clinical Data,Adult,Medium,5,True,False,False,False,False,False,False,False,High,False,False,Unknown,Low Risk,Adult,False,False,1.0833333333333333,Normal,Musculoskeletal,Spring,Morning,3,3,70,2,229,1,4,5,0,0,19,1,2,4
Dog,Mixed Breed,7.9,29.6,Unknown,Lethargy,Lethargy; Appetite Loss; Lethargy; Pain; Lethargy,Veterinary Clinical Data,Senior,Large,5,False,False,False,True,False,True,False,False,Medium,False,False,Unknown,Low Risk,Senior,False,True,3.3258426966292136,Normal,Gastrointestinal; Neurological; Musculoskeletal,Summer,Night,2,7,75,2,355,3,4,5,5,0,9,2,3,4
Dog,German Shepherd,15.0,39.1,Unknown,Coughing,Coughing; Sneezing; Lethargy; Coughing; Sick,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,True,True,False,False,False,Low,False,False,Large,Hip Dysplasia,Geriatric,False,True,2.44375,Normal,Respiratory; Neurological,Spring,Morning,1,7,51,2,106,2,1,4,1,0,28,1,2,4
Cat,Ragdoll,0.5,8.3,Unknown,Weight Loss,Weight Loss; Reduce Milk; Lethargy; Vomiting; Bloody Discharge,Veterinary Clinical Data,Puppy/Kitten,Medium,5,False,True,False,True,False,False,False,False,High,False,False,Unknown,Low Risk,Kitten,True,False,5.533333333333334,Overweight,Gastrointestinal; Neurological,Winter,Night,3,3,89,2,709,1,4,5,3,1,6,3,3,4
Dog,Yorkshire Terrier,12.2,8.8,Unknown,Uteria Inertia,Uteria Inertia; Pain; Fetopelvic Dispropotion; Death; Malpresentation,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,False,False,False,False,Low,False,False,Toy,Low Risk,Geriatric,False,True,0.6666666666666667,Normal,Musculoskeletal,Fall,Morning,1,7,121,2,689,2,3,5,1,0,19,0,2,4
Cat,Mixed Breed,11.6,3.1,Unknown,Fever,Fever; Loss Of Appetite; Swollen Teats; Lameness; Lethargy,Veterinary Clinical Data,Senior,Small,5,True,False,False,True,False,False,False,True,High,False,False,Unknown,Low Risk,Geriatric,False,True,0.24603174603174605,Normal,Neurological; Musculoskeletal,Winter,Evening,3,3,75,2,229,1,4,5,1,0,23,3,1,4
Dog,Yorkshire Terrier,5.5,4.8,Unknown,Diarrhea,Diarrhea; Polydipsa; Undernutrition; Lethargy; Incoordination,Veterinary Clinical Data,Adult,Small,5,False,False,True,True,False,False,False,False,Medium,False,False,Toy,Low Risk,Adult,False,False,0.7384615384615384,Underweight,Gastrointestinal; Neurological,Summer,Morning,2,7,121,2,128,3,3,5,0,2,6,2,2,4
Cat,Scottish Fold,2.1,5.7,Unknown,Vomiting,Vomiting; Coughing; Vomiting; Lethargy; Weight Loss,Veterinary Clinical Data,Young,Medium,5,False,True,False,True,True,False,False,False,Medium,False,False,Unknown,Low Risk,Young Adult,False,False,1.8387096774193548,Normal,Gastrointestinal; Respiratory; Neurological,Summer,Night,2,3,97,2,694,3,4,5,7,0,14,2,3,4
Cat,Ragdoll,0.5,6.0,Unknown,Diarrhea,Diarrhea; Weight Loss; Coughing; Pain; Swollen,Veterinary Clinical Data,Puppy/Kitten,Medium,5,False,False,True,False,True,False,False,False,Medium,False,False,Unknown,Low Risk,Kitten,True,False,4.0,Normal,Gastrointestinal; Respiratory; Musculoskeletal,Winter,Afternoon,2,3,89,2,128,3,4,5,3,0,13,3,0,4
Cat,Siamese,13.6,2.9,Unknown,Lethargy,Lethargy; Coughing; Lethargy; Sneezing; Appetite Loss,Veterinary Clinical Data,Senior,Small,5,False,False,False,True,True,True,False,False,Medium,False,False,Unknown,Low Risk,Geriatric,False,True,0.19863013698630136,Normal,Gastrointestinal; Respiratory; Neurological,Winter,Night,2,3,102,2,355,3,4,5,1,0,14,3,3,4
Cat,Bengal,5.9,6.6,Unknown,Haemorrhage,Haemorrhage; Hyperesthesia; Difficulty In Rising; Pain; Appetite Loss,Veterinary Clinical Data,Adult,Medium,5,False,False,False,False,False,True,False,False,Low,False,False,Unknown,Low Risk,Adult,False,False,0.9565217391304347,Normal,Gastrointestinal; Musculoskeletal,Spring,Afternoon,1,3,16,2,267,2,4,5,0,0,5,1,0,4
Cat,British Shorthair,2.6,3.3,Unknown,Lethargy,Lethargy; Seizuers; Difficulty In Breathing; Pale Gums; Jaundice,Veterinary Clinical Data,Young,Small,5,False,False,False,True,False,False,False,False,Medium,False,False,Unknown,Low Risk,Young Adult,False,False,0.9166666666666666,Normal,Neurological,Summer,Evening,2,3,25,2,355,3,4,5,7,0,20,2,1,4
