animal_type,breed,age,weight,gender,primary_symptom,secondary_symptoms,data_source,age_category,weight_category,symptom_count,has_fever,has_vomiting,has_diarrhea,has_lethargy,has_coughing,has_appetite_loss,has_skin_lesions,has_lameness
Cat,Mixed Breed,9.0,6.0,Unknown,Diarrhea,Diarrhea; Sneezing; Weight Loss; Appetite Loss; Lethargy,Veterinary Clinical Data,Senior,Medium,5,False,False,True,True,False,True,False,False
Dog,Boxer,14.6,19.6,Unknown,Fever,Fever; Weakened Legs; Los Of The Ability To Walk; Mammary Glads; Fluif Filled Blisters,Veterinary Clinical Data,Senior,Large,5,True,False,False,False,False,False,False,False
Cat,Bengal,13.4,4.8,Unknown,Weight Loss,Weight Loss; Panting; Diarrhea; Sudden Death; Lethargy,Veterinary Clinical Data,Senior,Small,5,False,False,True,True,False,False,False,False
Cat,Persian,0.5,3.2,Unknown,Vomiting,Vomiting; Dribbling Of Saliva; Coughing; Muscular Spasms; Coughing,Veterinary Clinical Data,Puppy/Kitten,Small,5,False,True,False,False,True,False,False,False
Dog,Boxer,8.8,22.9,Unknown,Appetite Loss,Appetite Loss; Fever; Fever; Coughing; Appetite Loss,Veterinary Clinical Data,Senior,Large,5,True,False,False,False,True,True,False,False
Cat,Scottish Fold,10.7,4.5,Unknown,Appetite Loss,Appetite Loss; Fever; Lethargy; Coughing; Pain,Veterinary Clinical Data,Senior,Small,5,True,False,False,True,True,True,False,False
Cat,Ragdoll,3.1,5.5,Unknown,Air Sacculitis,Air Sacculitis; Lethargy; Sneezing; Sneezing; Lethargy,Veterinary Clinical Data,Adult,Medium,5,False,False,False,True,False,False,False,False
Dog,German Shepherd,8.4,37.9,Unknown,Fever,Fever; Diarrhea; Bloody Droping; Pain; Lethargy,Veterinary Clinical Data,Senior,XLarge,5,True,False,True,True,False,False,False,False
Dog,Mixed Breed,6.8,14.3,Unknown,Coughing,Coughing; Sneezing; Appetite Loss; Coughing; Pain,Veterinary Clinical Data,Adult,Medium,5,False,False,False,False,True,True,False,False
Dog,Mixed Breed,3.8,16.4,Unknown,Weight Loss,Weight Loss; Eye Become Dull; Diarrhea; Fever; Outstretched Neck,Veterinary Clinical Data,Adult,Large,5,True,False,True,False,False,False,False,False
Cat,Persian,5.8,4.2,Unknown,Weight Loss,Weight Loss; Red Lesion From Bald Patches; Floopy Muscle; Coughing; Coughing,Veterinary Clinical Data,Adult,Small,5,False,False,False,False,True,False,False,False
Dog,Boxer,12.9,17.5,Unknown,Foul Breath,Foul Breath; Bloody Drool; Facial Swelling; Lossened Teeth; Unable To Eat,Veterinary Clinical Data,Senior,Large,5,False,False,False,False,False,False,False,False
Cat,Mixed Breed,14.6,4.2,Unknown,Fever,Fever; Rhinorrhea; Coughing; Sneezing; Dehydration,Veterinary Clinical Data,Senior,Small,5,True,False,False,False,True,False,False,False
Cat,Bengal,5.7,5.3,Unknown,Foul Smelling,Foul Smelling; Lethargy; Appetite Loss; Lethargy; Swollen Belly,Veterinary Clinical Data,Adult,Medium,5,False,False,False,True,False,True,False,False
Dog,Poodle,9.0,7.2,Unknown,Appetite Loss,Appetite Loss; Loss Of Earing; Lethargy; Fever; Sneezing,Veterinary Clinical Data,Senior,Medium,5,True,False,False,True,False,True,False,False
Dog,Bulldog,10.1,21.4,Unknown,Lethargy,Lethargy; Headache; Inability To Fly; Diarrhea; Pain,Veterinary Clinical Data,Senior,Large,5,False,False,True,True,False,False,False,False
Cat,Siamese,17.5,6.4,Unknown,Exessive Urination,Exessive Urination; Change In Gait; Vomiting; Weight Loss; Inability To Jump,Veterinary Clinical Data,Geriatric,Medium,5,False,True,False,False,False,False,False,False
Dog,Bulldog,6.3,15.0,Unknown,Frequent Eye Infections,Frequent Eye Infections; Discharge From Ear; Weight Loss; Sneezing; Fever,Veterinary Clinical Data,Adult,Medium,5,True,False,False,False,False,False,False,False
Cat,Persian,7.3,5.4,Unknown,Appetite Loss,Appetite Loss; Loss Of Wariness; Coughing; Weight Loss; Lethargy,Veterinary Clinical Data,Senior,Medium,5,False,False,False,True,True,True,False,False
Cat,Scottish Fold,5.9,5.3,Unknown,Coughing,Coughing; Sneezing; Fatique; Lethargy; Discharge From Eyes,Veterinary Clinical Data,Adult,Medium,5,False,False,False,True,True,False,False,False
Cat,Siamese,9.3,4.0,Unknown,Labored Breathing,Labored Breathing; Diarrhea; Death; Reduce Milk; Weight Loss,Veterinary Clinical Data,Senior,Small,5,False,False,True,False,False,False,False,False
Dog,Boxer,15.0,26.1,Unknown,Diarrhea,Diarrhea; Pain; Foul Breath; Coughing; Appetite Loss,Veterinary Clinical Data,Senior,Large,5,False,False,True,False,True,True,False,False
Cat,Bengal,7.8,4.3,Unknown,Fever,Fever; Diarrhea; Muscus; Weight Loss; Death,Veterinary Clinical Data,Senior,Small,5,True,False,True,False,False,False,False,False
Cat,Siamese,1.3,5.3,Unknown,Pain,Pain; Swaying; Jerky Limb Movements; Tremor; Behaviour Change,Veterinary Clinical Data,Young,Medium,5,False,False,False,False,False,False,False,False
Cat,Persian,7.3,7.0,Unknown,Half-closed Eye,Half-closed Eye; Lepatomegaly; Coughing; Wheezing; Eventually Death,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,True,False,False,False
Dog,Bulldog,10.9,22.4,Unknown,Lethargy,Lethargy; Flabby; Sneezing; Bloody Diarhhea; Appetite Loss,Veterinary Clinical Data,Senior,Large,5,False,False,False,True,False,True,False,False
Cat,Maine Coon,12.6,7.5,Unknown,Rough Coat,Rough Coat; Diarrhea; Vomiting; Weight Loss; Coughing,Veterinary Clinical Data,Senior,Medium,5,False,True,True,False,True,False,False,False
Cat,Siamese,14.8,5.9,Unknown,Swelling Of Head And Neck,Swelling Of Head And Neck; Tachypea; Fever; Appetite Loss; Nasal Discharge,Veterinary Clinical Data,Senior,Medium,5,True,False,False,False,False,True,False,False
Cat,Persian,13.3,5.1,Unknown,Lethargy,Lethargy; Weight Loss; Fever; Dehydration; Deability,Veterinary Clinical Data,Senior,Medium,5,True,False,False,True,False,False,False,False
Dog,Rottweiler,5.4,35.9,Unknown,Vomiting,Vomiting; Lethargy; Coughing; Sneezing; Ulcers,Veterinary Clinical Data,Adult,XLarge,5,False,True,False,True,True,False,False,False
Dog,Golden Retriever,6.6,42.2,Unknown,Coughing,Coughing; Sneeze; Droopy Wings; Twisted Neck; Droopy Wings,Veterinary Clinical Data,Adult,XLarge,5,False,False,False,False,True,False,False,False
Dog,Labrador Retriever,2.9,33.4,Unknown,Radip Onset,Radip Onset; Stiff; Muscle Trembling; Lethargy; Death,Veterinary Clinical Data,Young,XLarge,5,False,False,False,True,False,False,False,False
Cat,Ragdoll,3.5,5.7,Unknown,Vomiting,Vomiting; Periodic Vommiting; Sneezing; Pain; Lethargy,Veterinary Clinical Data,Adult,Medium,5,False,True,False,True,False,False,False,False
Cat,Persian,13.2,5.1,Unknown,Skin Lesions,Skin Lesions; Weight Loss; Fever; Pain; Hepatitis,Veterinary Clinical Data,Senior,Medium,5,True,False,False,False,False,False,True,False
Dog,Boxer,15.4,18.7,Unknown,Loss Of Appetite,Loss Of Appetite; Lethargy; Overweight; Diarrhea; Ruffled Feathers,Veterinary Clinical Data,Geriatric,Large,5,False,False,True,True,False,False,False,False
Dog,Mixed Breed,5.9,26.1,Unknown,Lethargy,Lethargy; Lacrimation; Coughing; Diarrhea; Seizures,Veterinary Clinical Data,Adult,Large,5,False,False,True,True,True,False,False,False
Dog,Labrador Retriever,3.1,41.3,Unknown,Tail Wagging,Tail Wagging; Constipation; Lethargy; Lethargy; Diarrhea,Veterinary Clinical Data,Adult,XLarge,5,False,False,True,True,False,False,False,False
Dog,Yorkshire Terrier,9.9,7.2,Unknown,Deability,Deability; Coughing; Weight Loss; Weight Loss; Weight Loss,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,True,False,False,False
Cat,Sphynx,5.9,2.9,Unknown,Fever,Fever; Loss Of Appetite; Rapid Pulse And Heart Rates; Lameness; Lethargy,Veterinary Clinical Data,Adult,Small,5,True,False,False,True,False,False,False,True
Dog,German Shepherd,11.4,26.8,Unknown,Weight Loss,Weight Loss; Constipation; Loss Of Appetite; Broody Behavior; Egg Production Stops,Veterinary Clinical Data,Senior,Large,5,False,False,False,False,False,False,False,False
Cat,Siamese,1.7,5.3,Unknown,Nuerological,Nuerological; Liver Disease; Eyeproblem; Fever; Loss Of Appetite,Veterinary Clinical Data,Young,Medium,5,True,False,False,False,False,False,False,False
Cat,British Shorthair,10.8,3.9,Unknown,Weight Loss,Weight Loss; Sneezing; Weight Loss; Sneezing; Lethargy,Veterinary Clinical Data,Senior,Small,5,False,False,False,True,False,False,False,False
Cat,Persian,14.9,4.1,Unknown,Fever,Fever; Lethargy; Lying Down; Weak Pulse; Colic,Veterinary Clinical Data,Senior,Small,5,True,False,False,True,False,False,False,False
Cat,British Shorthair,8.8,3.9,Unknown,Appetite Loss,Appetite Loss; Lethargy; Appetite Loss; Lethargy; Lethargy,Veterinary Clinical Data,Senior,Small,5,False,False,False,True,False,True,False,False
Cat,Mixed Breed,16.4,7.0,Unknown,Sickness,Sickness; Dehydration; Weight Loss; Diarrhea; Nausea,Veterinary Clinical Data,Geriatric,Medium,5,False,False,True,False,False,False,False,False
Dog,Golden Retriever,5.4,41.0,Unknown,Mortality,Mortality; Weight Loss; Dull Ness; Vomiting; Sneezing,Veterinary Clinical Data,Adult,XLarge,5,False,True,False,False,False,False,False,False
Dog,Rottweiler,0.7,31.4,Unknown,Coughing,Coughing; Lethargy; Sneezing; Diarrhea; Lethargy,Veterinary Clinical Data,Puppy/Kitten,XLarge,5,False,False,True,True,True,False,False,False
Cat,Ragdoll,6.6,5.9,Unknown,Vomiting,Vomiting; Fever; Lethargy; Pain; Coughing,Veterinary Clinical Data,Adult,Medium,5,True,True,False,True,True,False,False,False
Cat,Siamese,14.6,8.0,Unknown,Appetite Loss,Appetite Loss; Vomiting; Fever; Ulcerated Skin; Weight Loss,Veterinary Clinical Data,Senior,Medium,5,True,True,False,False,False,True,False,False
Dog,Bulldog,5.5,29.1,Unknown,Mucus Discharge From The Eye,Mucus Discharge From The Eye; Lethargy; Fever; Appetite Loss; Sneezing,Veterinary Clinical Data,Adult,Large,5,True,False,False,True,False,True,False,False
Cat,Siamese,17.8,6.0,Unknown,Drooping Ears,Drooping Ears; Lack Of Coordination; Drooling; Weight Loss; Lethargy,Veterinary Clinical Data,Geriatric,Medium,5,False,False,False,True,False,False,False,False
Cat,Maine Coon,13.8,5.0,Unknown,Pain,Pain; Sneezing; Lethargy; Pain; Vomiting,Veterinary Clinical Data,Senior,Small,5,False,True,False,True,False,False,False,False
Cat,Maine Coon,7.9,7.1,Unknown,Coughing,Coughing; Vomiting; Lethargy; Appetite Loss; Lethargy,Veterinary Clinical Data,Senior,Medium,5,False,True,False,True,True,True,False,False
Cat,Siamese,7.1,6.1,Unknown,Pain,Pain; Vomiting; Vomiting; Lethargy; Fever,Veterinary Clinical Data,Senior,Medium,5,True,True,False,True,False,False,False,False
Dog,Yorkshire Terrier,7.8,4.0,Unknown,Fever,Fever; Vomiting; Vomiting; Pain; Lethargy,Veterinary Clinical Data,Senior,Small,5,True,True,False,True,False,False,False,False
Dog,Golden Retriever,6.6,33.6,Unknown,Appetite Loss,Appetite Loss; Appetite Loss; Swollen Abdomen; Pain; Diarrhea,Veterinary Clinical Data,Adult,XLarge,5,False,False,True,False,False,True,False,False
Cat,Persian,12.7,3.5,Unknown,Fever,Fever; Coughing; Sneezing; Weight Loss; Sneezing,Veterinary Clinical Data,Senior,Small,5,True,False,False,False,True,False,False,False
Cat,Scottish Fold,4.9,5.5,Unknown,Appetite Loss,Appetite Loss; Lethargy; Bony Lesion; Skin Lesions; Ataxia,Veterinary Clinical Data,Adult,Medium,5,False,False,False,True,False,True,True,False
Cat,Mixed Breed,12.3,6.3,Unknown,Appetite Loss,Appetite Loss; Weight Loss; Skin Lesions; Fever; Fluif Filled Blisters,Veterinary Clinical Data,Senior,Medium,5,True,False,False,False,False,True,True,False
Dog,Yorkshire Terrier,2.0,4.7,Unknown,Appetite Loss,Appetite Loss; Lethargy; Coughing; Coughing; Pain,Veterinary Clinical Data,Young,Small,5,False,False,False,True,True,True,False,False
Cat,Ragdoll,16.9,6.3,Unknown,Coughing,Coughing; Pain; Weight Loss; Diarrhea; Diarrhea,Veterinary Clinical Data,Geriatric,Medium,5,False,False,True,False,True,False,False,False
Dog,Yorkshire Terrier,7.3,9.5,Unknown,Lethargy,Lethargy; Weight Loss; Lethargy; Pain; Lethargy,Veterinary Clinical Data,Senior,Medium,5,False,False,False,True,False,False,False,False
Dog,Mixed Breed,1.2,5.3,Unknown,Constant Pacing,Constant Pacing; Facial Muscle Twitching; Abnormalalities; Blindness; Pain,Veterinary Clinical Data,Young,Medium,5,False,False,False,False,False,False,False,False
Dog,Rottweiler,13.9,32.3,Unknown,Appetite Loss,Appetite Loss; Diarrhea; Vomiting; Diarrhea; Pain,Veterinary Clinical Data,Senior,XLarge,5,False,True,True,False,False,True,False,False
Cat,Scottish Fold,8.5,6.3,Unknown,Weight Loss,Weight Loss; Lethargy; Lethargy; Pain; Excessive Grooming,Veterinary Clinical Data,Senior,Medium,5,False,False,False,True,False,False,False,False
Cat,Sphynx,7.9,5.3,Unknown,Lethargy,Lethargy; Nasal Discharge; Diarrhea; Lethargy; Excess Salivation,Veterinary Clinical Data,Senior,Medium,5,False,False,True,True,False,False,False,False
Dog,German Shepherd,8.8,42.7,Unknown,Lethargy,Lethargy; Fever; Diarrhea; Pain; Bloody Droping,Veterinary Clinical Data,Senior,XLarge,5,True,False,True,True,False,False,False,False
Cat,Ragdoll,0.7,6.9,Unknown,Blue Eye,Blue Eye; Vomiting; Weight Loss; Vomiting; Pain,Veterinary Clinical Data,Puppy/Kitten,Medium,5,False,True,False,False,False,False,False,False
Cat,Scottish Fold,8.6,3.8,Unknown,Appetite Loss,Appetite Loss; Pain; Sneezing; Sneezing; Obstructed Lungs,Veterinary Clinical Data,Senior,Small,5,False,False,False,False,False,True,False,False
Dog,Beagle,6.4,19.6,Unknown,Coughing,Coughing; Pain; Coughing; Vomiting; Sneezing,Veterinary Clinical Data,Adult,Large,5,False,True,False,False,True,False,False,False
Cat,Sphynx,4.7,4.4,Unknown,Pain,Pain; Sneezing; Fever; Weight Loss; Lethargy,Veterinary Clinical Data,Adult,Small,5,True,False,False,True,False,False,False,False
Dog,Labrador Retriever,13.6,27.9,Unknown,Dejection,Dejection; Loss Of Appetite; Stress; Coughing; Pain,Veterinary Clinical Data,Senior,Large,5,False,False,False,False,True,False,False,False
Dog,Mixed Breed,14.3,20.6,Unknown,Lethargy,Lethargy; Appetite Loss; Fever; Appetite Loss; Trauma,Veterinary Clinical Data,Senior,Large,5,True,False,False,True,False,True,False,False
Cat,British Shorthair,9.5,4.9,Unknown,Lethargy,Lethargy; Lethargy; Appetite Loss; Sneezing; Fever,Veterinary Clinical Data,Senior,Small,5,True,False,False,True,False,True,False,False
Dog,Bulldog,0.5,30.0,Unknown,Dark Colored Bloody,Dark Colored Bloody; Weight Loss; Pain; Coughing; Pain,Veterinary Clinical Data,Puppy/Kitten,Large,5,False,False,False,False,True,False,False,False
Dog,Golden Retriever,8.0,33.8,Unknown,Poor Body Condition,Poor Body Condition; Weight Loss; Sneezing; Diarrhea; Vomiting,Veterinary Clinical Data,Senior,XLarge,5,False,True,True,False,False,False,False,False
Dog,Boxer,1.3,15.7,Unknown,Sneezing,Sneezing; Fever; Bloody Discharge; Vomiting; Weight Loss,Veterinary Clinical Data,Young,Large,5,True,True,False,False,False,False,False,False
Dog,Beagle,2.2,15.0,Unknown,Coughing,Coughing; Pain; Weight Loss; Pain; Vomiting,Veterinary Clinical Data,Young,Medium,5,False,True,False,False,True,False,False,False
Dog,Beagle,6.9,19.2,Unknown,Sneezing,Sneezing; Weight Loss; Appetite Loss; Lethargy; Coughing,Veterinary Clinical Data,Adult,Large,5,False,False,False,True,True,True,False,False
Cat,Mixed Breed,13.4,5.9,Unknown,Acting Unnaturally Tame,Acting Unnaturally Tame; Pain; Appetite Loss; Grinding Of Teeth; Fever,Veterinary Clinical Data,Senior,Medium,5,True,False,False,False,False,True,False,False
Dog,German Shepherd,4.4,31.0,Unknown,Lethargy,Lethargy; Weight Loss; Lethargy; Nasal Discharge; Fever,Veterinary Clinical Data,Adult,XLarge,5,True,False,False,True,False,False,False,False
Cat,Ragdoll,15.3,7.9,Unknown,Abortion,Abortion; Lethargy; Loss Of Appetite; Lathargy; Gurgling Sound,Veterinary Clinical Data,Geriatric,Medium,5,False,False,False,True,False,False,False,False
Dog,Rottweiler,15.0,35.1,Unknown,Fever,Fever; Diarrhea; Diarrhea; Nasal Discharge; Appetite Loss,Veterinary Clinical Data,Senior,XLarge,5,True,False,True,False,False,True,False,False
Dog,Labrador Retriever,6.6,29.9,Unknown,Pain,Pain; Fever; Weight Loss; Lethargy; Vomiting,Veterinary Clinical Data,Adult,Large,5,True,True,False,True,False,False,False,False
Dog,Rottweiler,3.5,27.0,Unknown,Fever,Fever; Labored Breathing; Weekness In The Back Legs; Hyperesthesia; Sudden Death,Veterinary Clinical Data,Adult,Large,5,True,False,False,False,False,False,False,False
Cat,Siamese,15.3,5.1,Unknown,Bloody Discharge,Bloody Discharge; Coughing; Diarrhea; Appetite Loss; Fever,Veterinary Clinical Data,Geriatric,Medium,5,True,False,True,False,True,True,False,False
Dog,Labrador Retriever,1.4,43.1,Unknown,Coughing,Coughing; Gasping For Air; Weight Loss; Gasping For Breath; Extending Its Neck,Veterinary Clinical Data,Young,XLarge,5,False,False,False,False,True,False,False,False
Cat,Ragdoll,10.0,8.3,Unknown,Fever,Fever; Succumb; Spread Of Infection; Weight Loss; Appetite Loss,Veterinary Clinical Data,Senior,Medium,5,True,False,False,False,False,True,False,False
Cat,Scottish Fold,18.0,7.1,Unknown,Vomiting,Vomiting; Loss Of Pigment; Pain; Pain; Weight Loss,Veterinary Clinical Data,Geriatric,Medium,5,False,True,False,False,False,False,False,False
Dog,Mixed Breed,2.3,25.5,Unknown,Death,Death; Despression; Uteria Inertia; Pain; Fetopelvic Dispropotion,Veterinary Clinical Data,Young,Large,5,False,False,False,False,False,False,False,False
Cat,Siamese,12.2,2.5,Unknown,Vomiting,Vomiting; Blood Stool; Pain; Pain; Weight Loss,Veterinary Clinical Data,Senior,Small,5,False,True,False,False,False,False,False,False
Cat,Siamese,4.8,4.4,Unknown,Lethargy,Lethargy; Jaundice; Lethargy; Aggressiveness; Coughing,Veterinary Clinical Data,Adult,Small,5,False,False,False,True,True,False,False,False
Dog,Boxer,8.4,17.0,Unknown,Fever,Fever; Dark Colored Bloody; Incoordination; Difficulty In Breathing; Terminal Convulsion,Veterinary Clinical Data,Senior,Large,5,True,False,False,False,False,False,False,False
Cat,Bengal,9.8,8.0,Unknown,Vomiting,Vomiting; Weight Loss; Appetite Loss; Sneezing; Vomiting,Veterinary Clinical Data,Senior,Medium,5,False,True,False,False,False,True,False,False
Dog,Yorkshire Terrier,11.5,6.5,Unknown,Upset Stomach,Upset Stomach; Loss Of Appetite; Nause; Weight Loss; Pain,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,False,False,False,False
Cat,Siamese,2.1,5.4,Unknown,Fever,Fever; Pain; Lethargy; Diarrhea; Lethargy,Veterinary Clinical Data,Young,Medium,5,True,False,True,True,False,False,False,False
Cat,Bengal,1.3,5.4,Unknown,Fever,Fever; Abortion; Vomiting; Weight Loss; Appetite Loss,Veterinary Clinical Data,Young,Medium,5,True,True,False,False,False,True,False,False
Dog,Mixed Breed,5.7,27.1,Unknown,Deability,Deability; Lethargy; Vomiting; Fever; Sneezing,Veterinary Clinical Data,Adult,Large,5,True,True,False,True,False,False,False,False
Cat,Maine Coon,15.8,6.8,Unknown,Ulcerated Skin,Ulcerated Skin; Fever; Speech Delay; Diarrhea; Weight Loss,Veterinary Clinical Data,Geriatric,Medium,5,True,False,True,False,False,False,False,False
Dog,Poodle,10.8,7.6,Unknown,Pain,Pain; Difficult In Respiration; Good Appetite; Fever; Fever,Veterinary Clinical Data,Senior,Medium,5,True,False,False,False,False,False,False,False
Cat,British Shorthair,8.4,3.5,Unknown,Lethargy,Lethargy; Dark Colored Bloody; Diarrhea; Lethargy; Lethargy,Veterinary Clinical Data,Senior,Small,5,False,False,True,True,False,False,False,False
Cat,British Shorthair,13.4,3.7,Unknown,Lethargy,Lethargy; Clubbed Feather; Lethargy; Sneezing; Oral Lesion,Veterinary Clinical Data,Senior,Small,5,False,False,False,True,False,False,False,False
Dog,Rottweiler,8.5,35.5,Unknown,Lethargy,Lethargy; Pain; Weight Loss; Pain; Coughing,Veterinary Clinical Data,Senior,XLarge,5,False,False,False,True,True,False,False,False
Dog,Poodle,8.7,10.0,Unknown,Vomiting,Vomiting; Diarrhea; Sneezing; Appetite Loss; Bloody Discharge,Veterinary Clinical Data,Senior,Medium,5,False,True,True,False,False,True,False,False
Cat,Bengal,8.4,6.9,Unknown,Bald Patches,Bald Patches; Hair Loss; Crusty; Flaky; Red Lesion From Bald Patches,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,False,False,False,False
Cat,British Shorthair,3.4,5.7,Unknown,Appetite Loss,Appetite Loss; Diarrhea; Lethargy; Coughing; Lack Of Vocalizations,Veterinary Clinical Data,Adult,Medium,5,False,False,True,True,True,True,False,False
Dog,Yorkshire Terrier,2.6,6.0,Unknown,Difficultty In Breathing,Difficultty In Breathing; Jaundice; Pain; Pain; Vomiting,Veterinary Clinical Data,Young,Medium,5,False,True,False,False,False,False,False,False
Cat,Mixed Breed,10.5,5.2,Unknown,Coughing,Coughing; Pain; Discharge From Eyes; Weight Loss; Coughing,Veterinary Clinical Data,Senior,Medium,5,False,False,False,False,True,False,False,False
Dog,Golden Retriever,12.2,25.0,Unknown,Fever,Fever; Appetite Loss; Fever; Weight Loss; Pain,Veterinary Clinical Data,Senior,Large,5,True,False,False,False,False,True,False,False
Cat,Maine Coon,9.0,5.0,Unknown,Lethargy,Lethargy; Coughing; Pain; Lethargy; Lethargy,Veterinary Clinical Data,Senior,Small,5,False,False,False,True,True,False,False,False
Dog,Beagle,9.1,17.3,Unknown,Fever,Fever; Diffulty Swallowing; Excessive Drooling; Staggering; Seizures,Veterinary Clinical Data,Senior,Large,5,True,False,False,False,False,False,False,False
Cat,Siamese,13.8,5.1,Unknown,Fever,Fever; Diarrhea; Appetite Loss; Weight Loss; Coughing,Veterinary Clinical Data,Senior,Medium,5,True,False,True,False,True,True,False,False
Cat,Persian,10.5,6.4,Unknown,Fever,Fever; Lethargy; Appetite Loss; Diarrhea; Pain,Veterinary Clinical Data,Senior,Medium,5,True,False,True,True,False,True,False,False
Dog,Mixed Breed,4.6,25.6,Unknown,Air Sacculitis,Air Sacculitis; Halitosis; Coughing; Enteritis; Weight Loss,Veterinary Clinical Data,Adult,Large,5,False,False,False,False,True,False,False,False
Cat,Sphynx,3.1,3.4,Unknown,Jerky Limb Movements,Jerky Limb Movements; Diarrhea; Weight Loss; Fever; Vomiting,Veterinary Clinical Data,Adult,Small,5,True,True,True,False,False,False,False,False
Cat,Maine Coon,15.3,6.9,Unknown,Appetite Loss,Appetite Loss; Consistency Of Milk; Urine Infection; Fever; Sudden Abortion,Veterinary Clinical Data,Geriatric,Medium,5,True,False,False,False,False,True,False,False
Cat,Siamese,13.8,3.8,Unknown,Enlargement Of Bones,Enlargement Of Bones; Poor Growth; Lameness; Weigth Bearing Long Bones; Short Stature,Veterinary Clinical Data,Senior,Small,5,False,False,False,False,False,False,False,True
Dog,Bulldog,0.6,23.7,Unknown,Coughing,Coughing; Weight Loss; Weight Loss; Facial Defects; Vomiting,Veterinary Clinical Data,Puppy/Kitten,Large,5,False,True,False,False,True,False,False,False
Cat,Maine Coon,0.5,6.8,Unknown,Fever,Fever; Appetite Loss; Coughing; Fever; Lethargy,Veterinary Clinical Data,Puppy/Kitten,Medium,5,True,False,False,True,True,True,False,False
Dog,Golden Retriever,12.4,35.8,Unknown,Diarrhea,Diarrhea; Pain; Nible At Their Wool; Diarrhea; Lethargy,Veterinary Clinical Data,Senior,XLarge,5,False,False,True,True,False,False,False,False
Dog,Boxer,1.0,17.8,Unknown,Staggering As Drunk,Staggering As Drunk; Partial Paralysis; Acting Unnaturally Tame; Self Mutilation; Acting Aggressive,Veterinary Clinical Data,Puppy/Kitten,Large,5,False,False,False,False,False,False,False,False
Dog,Poodle,5.8,4.2,Unknown,Vomiting,Vomiting; Sneezing; Drooping Wings; Weight Loss; Twisted Neck,Veterinary Clinical Data,Adult,Small,5,False,True,False,False,False,False,False,False
Cat,Maine Coon,15.6,4.6,Unknown,Fever,Fever; Abortion; Kidney Failure; Inflammation Of Eye; Eye Redness,Veterinary Clinical Data,Geriatric,Small,5,True,False,False,False,False,False,False,False
Cat,Ragdoll,17.6,5.1,Unknown,Ataxia,Ataxia; Liquid Dropping; Lethargy; Exhaustion; Seizures,Veterinary Clinical Data,Geriatric,Medium,5,False,False,False,True,False,False,False,False
Dog,Golden Retriever,0.8,37.7,Unknown,Bad Breath,Bad Breath; Pawing At The Face Or Nose; Coughing; Sneezing; Bleeding From The Nose,Veterinary Clinical Data,Puppy/Kitten,XLarge,5,False,False,False,False,True,False,False,False
Dog,Labrador Retriever,1.1,35.0,Unknown,Fever,Fever; Abscessess; Weight Loss; Inflamed Nostrils; Pain,Veterinary Clinical Data,Young,XLarge,5,True,False,False,False,False,False,False,False
Cat,Mixed Breed,16.2,4.2,Unknown,Lethargy,Lethargy; Stomach Growling; Appetite Loss; Lethargy; Partial Paralysis,Veterinary Clinical Data,Geriatric,Small,5,False,False,False,True,False,True,False,False
Cat,Mixed Breed,5.3,3.4,Unknown,Lethargy,Lethargy; Diarrhea; Muscle Loss; Weight Loss; Fever,Veterinary Clinical Data,Adult,Small,5,True,False,True,True,False,False,False,False
Dog,Rottweiler,9.1,36.9,Unknown,Fever,Fever; Lethargy; Small Intestines; Death; Flock Moratality,Veterinary Clinical Data,Senior,XLarge,5,True,False,False,True,False,False,False,False
Cat,Persian,15.5,5.4,Unknown,Swelling,Swelling; Loss Of Appetite; Wool Loss; Tears; Death,Veterinary Clinical Data,Geriatric,Medium,5,False,False,False,False,False,False,False,False
Cat,Sphynx,2.5,5.4,Unknown,Fever,Fever; Fatique; Vomiting; Severe Headache; Coughing,Veterinary Clinical Data,Young,Medium,5,True,True,False,False,True,False,False,False
Dog,Yorkshire Terrier,14.1,5.5,Unknown,Pain,Pain; Indigestion; Nausea; Diarrhea; Constipation,Veterinary Clinical Data,Senior,Medium,5,False,False,True,False,False,False,False,False
Cat,Persian,4.6,6.5,Unknown,Appetite Loss,Appetite Loss; Lethargy; Coughing; Upset Stomach; Feather Plucking,Veterinary Clinical Data,Adult,Medium,5,False,False,False,True,True,True,False,False
Dog,Rottweiler,5.6,45.0,Unknown,Poor Coat Condition,Poor Coat Condition; Fever; Fatique; Infection Of The Skin; Weight Loss,Veterinary Clinical Data,Adult,XLarge,5,True,False,False,False,False,False,False,False
Dog,Rottweiler,8.2,24.7,Unknown,Balance Problem,Balance Problem; Abdominal Destention; Neck Paralysis; Weight Loss; Pain,Veterinary Clinical Data,Senior,Large,5,False,False,False,False,False,False,False,False
Dog,Mixed Breed,8.7,19.0,Unknown,Rub,Rub; Diarrhea; Vomiting; Lethargy; Lethargy,Veterinary Clinical Data,Senior,Large,5,False,True,True,True,False,False,False,False
Dog,Yorkshire Terrier,14.0,7.9,Unknown,Fever,Fever; Lethargy; Loss Of Appetite; Loss Of Appetite; Pain,Veterinary Clinical Data,Senior,Medium,5,True,False,False,True,False,False,False,False
