age,weight,symptom_count,weight_age_ratio,is_young,is_senior,is_emergency,is_chronic,urgency_level,animal_type_encoded,breed_encoded,gender_encoded,primary_symptom_encoded,symptom_severity_encoded,breed_size_encoded,breed_health_risk_encoded,life_stage_encoded,weight_status_encoded,symptom_pattern_encoded,season_encoded,time_of_day_encoded,data_source_encoded,has_fever,has_vomiting,has_diarrhea,has_lethargy,has_coughing,has_appetite_loss,has_skin_lesions,has_lameness
3.4,4.8,5,1.0909090909090908,False,False,False,False,2,3,97,2,27,3,4,5,0,0,6,3,0,4,False,False,True,True,False,True,False,False
7.4,5.7,5,0.6785714285714286,False,True,False,False,3,3,97,2,229,1,4,5,5,0,10,3,2,4,True,True,False,False,True,False,False,False
2.0,1.3,4,0.43333333333333335,False,False,False,False,1,28,48,0,583,2,4,5,0,3,24,3,3,0,True,False,False,False,False,False,False,False
3.2,15.9,5,3.7857142857142856,False,False,False,False,3,7,23,2,709,1,4,2,0,0,10,3,3,4,False,False,True,False,True,False,False,False
6.8,32.4,5,4.153846153846154,False,False,False,False,3,7,51,2,709,1,1,4,0,0,6,3,3,4,False,False,False,True,False,True,False,False
6.6,5.4,5,0.7105263157894738,False,False,False,False,2,3,107,2,27,3,4,5,0,0,5,0,2,4,False,True,False,False,False,True,False,False
11.1,23.0,5,1.9008264462809918,False,True,False,False,3,7,23,2,437,1,4,2,1,0,13,2,3,4,False,False,False,False,False,True,False,False
0.5,24.1,5,16.066666666666666,True,False,False,False,1,7,13,2,576,2,2,3,4,0,6,3,1,4,False,False,False,True,False,True,False,False
8.4,33.0,5,3.5106382978723403,False,True,False,False,1,7,52,2,583,2,1,1,5,0,14,3,0,4,False,False,False,True,False,True,False,False
6.0,3.8,5,0.5428571428571428,False,False,False,False,2,3,16,2,27,3,4,5,0,0,6,2,3,4,True,False,False,True,False,True,False,False
2.5,7.0,5,2.0,False,False,False,False,1,7,121,2,108,2,3,5,7,0,5,0,2,4,False,True,False,False,False,False,False,True
10.2,5.2,5,0.46428571428571436,False,True,False,False,2,3,97,2,27,3,4,5,1,0,10,3,0,4,False,False,False,False,False,True,False,False
6.6,6.7,5,0.8815789473684211,False,False,False,False,1,3,16,2,121,2,4,5,0,0,6,2,2,4,True,True,False,True,False,False,False,False
13.2,34.7,5,2.4436619718309864,False,True,False,False,2,7,52,2,128,3,1,1,1,0,5,0,0,4,False,False,True,False,False,True,False,False
17.9,5.8,5,0.3068783068783069,False,True,False,False,3,3,97,2,229,1,4,5,1,0,13,0,3,4,True,False,True,False,True,False,False,False
14.2,6.5,5,0.4276315789473684,False,True,False,False,1,3,82,2,215,2,4,5,1,0,27,0,2,4,False,False,False,False,True,False,False,False
9.2,9.0,5,0.8823529411764707,False,True,False,False,3,3,70,2,437,1,4,5,5,1,27,2,2,4,True,False,False,False,False,False,False,True
4.3,8.0,5,1.509433962264151,False,False,False,False,1,3,75,2,301,2,4,5,0,0,28,1,0,4,False,False,False,True,False,False,False,False
3.0,5.0,4,1.25,False,False,False,False,2,3,89,1,567,3,4,5,0,0,7,1,2,0,False,True,False,True,False,True,True,False
9.9,6.6,5,0.6055045871559632,False,True,False,False,2,3,97,2,128,3,4,5,5,0,6,0,1,4,False,True,True,True,False,False,False,False
9.5,2.9,5,0.2761904761904762,False,True,False,False,1,3,75,2,272,2,4,5,5,0,6,0,2,4,False,False,False,True,False,True,False,False
14.4,2.5,5,0.16233766233766234,False,True,False,False,2,3,102,2,355,3,4,5,1,0,31,3,1,4,False,False,False,True,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,12,117,2,431,2,4,5,6,3,19,1,0,1,False,False,False,False,False,False,False,False
10.3,5.9,5,0.5221238938053098,False,True,False,False,2,3,89,2,27,3,4,5,1,0,10,2,1,4,False,True,False,False,False,True,False,False
12.9,8.2,5,0.5899280575539567,False,True,False,False,1,3,89,2,583,2,4,5,1,1,10,0,3,4,True,False,True,False,False,True,False,False
0.0,0.0,5,0.0,False,False,False,False,3,30,117,2,229,1,4,5,6,3,2,1,2,1,True,False,False,False,False,True,False,False
1.4,3.8,5,1.5833333333333333,True,False,False,False,3,3,107,2,229,1,4,5,7,0,2,2,1,4,True,True,True,False,False,True,False,False
8.1,3.0,5,0.32967032967032966,False,True,False,False,3,7,121,2,709,1,3,5,5,2,20,0,3,4,True,False,False,True,False,False,False,False
12.4,6.4,5,0.47761194029850745,False,True,False,False,2,3,16,2,355,3,4,5,1,0,17,1,0,4,True,True,False,True,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,13,117,2,365,2,4,5,6,3,3,3,0,1,False,False,False,False,False,False,True,False
10.5,15.2,5,1.3217391304347825,False,True,False,False,2,7,13,2,128,3,2,3,1,0,2,0,2,4,True,False,True,False,False,False,False,False
0.9,44.4,5,23.36842105263158,True,False,False,False,2,7,51,2,128,3,1,4,4,0,13,3,2,4,False,False,True,False,False,False,False,False
2.0,115.0,4,38.333333333333336,False,False,False,False,1,26,17,1,106,2,4,5,0,3,28,0,2,0,True,False,False,True,True,False,False,False
8.7,6.7,5,0.6907216494845362,False,True,False,False,1,3,75,2,431,2,4,5,5,0,19,1,2,4,False,False,False,False,False,False,False,False
12.1,6.9,5,0.5267175572519084,False,True,False,False,2,3,16,2,128,3,4,5,1,0,13,3,1,4,False,False,True,False,False,False,False,False
5.2,20.2,5,3.258064516129032,False,False,False,False,1,7,27,2,141,2,4,7,0,0,10,0,3,4,False,False,True,False,True,False,False,False
13.0,36.0,5,2.5714285714285716,False,True,False,False,2,7,63,2,355,3,1,6,1,0,28,0,2,4,True,False,False,True,False,False,False,False
3.5,3.2,5,0.7111111111111111,False,False,False,False,3,3,102,2,229,1,4,5,0,0,19,2,3,4,True,False,False,False,False,False,False,False
8.5,15.0,5,1.5789473684210527,False,True,False,False,3,7,23,2,709,1,4,2,5,0,28,2,1,4,False,False,False,True,True,False,False,False
8.0,5.2,5,0.5777777777777778,False,True,False,False,1,3,102,2,84,2,4,5,5,0,18,3,0,4,False,False,False,False,False,False,False,False
5.9,3.3,5,0.47826086956521735,False,False,False,False,1,3,107,2,317,2,4,5,0,0,18,3,1,4,False,False,False,False,False,False,False,False
5.8,30.4,5,4.470588235294118,False,False,False,False,2,7,94,2,355,3,1,5,0,0,14,0,1,4,False,False,True,True,True,False,False,False
10.4,5.1,5,0.4473684210526315,False,True,False,False,1,3,102,2,57,2,4,5,1,0,13,3,1,4,False,True,False,False,True,False,False,False
0.0,0.0,5,0.0,False,False,False,False,2,7,117,2,128,3,4,5,6,3,5,0,0,1,False,False,True,False,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,7,117,2,455,2,4,5,6,3,2,2,0,1,False,True,True,False,False,False,False,False
14.6,6.3,5,0.40384615384615385,False,True,False,False,2,3,102,2,694,3,4,5,1,0,6,1,2,4,True,True,False,True,False,True,False,False
3.6,20.3,5,4.41304347826087,False,False,False,False,2,7,27,2,27,3,4,7,0,0,13,0,0,4,True,False,False,False,False,True,False,False
0.5,4.1,5,2.733333333333333,True,False,False,False,2,3,97,2,355,3,4,5,3,0,14,2,3,4,False,False,True,True,True,False,False,False
11.2,7.3,5,0.5983606557377049,False,True,False,False,3,3,102,2,437,1,4,5,1,0,31,1,2,4,False,False,False,True,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,3,26,117,2,229,1,4,5,6,3,10,1,3,1,True,False,False,False,False,True,False,False
16.4,6.0,5,0.3448275862068966,False,True,False,False,1,3,107,2,307,2,4,5,1,0,27,0,0,4,False,False,False,False,False,False,False,False
3.2,5.0,5,1.1904761904761905,False,False,False,False,1,3,16,2,581,2,4,5,0,0,23,0,3,4,False,False,False,True,False,False,False,False
0.5,4.9,5,3.266666666666667,True,False,False,False,2,7,87,2,128,3,2,8,4,2,14,3,0,4,False,False,True,True,True,False,False,False
4.6,20.0,5,3.5714285714285716,False,False,False,False,3,7,27,2,709,1,4,7,0,0,28,2,1,4,True,False,False,True,True,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,3,117,2,324,2,4,5,6,3,6,1,0,1,False,False,False,True,False,True,False,False
5.7,31.3,5,4.6716417910447765,False,False,False,False,2,7,63,2,27,3,1,6,0,0,9,1,0,4,False,True,False,True,False,True,False,False
9.8,41.6,5,3.8518518518518516,False,True,False,False,3,7,94,2,437,1,1,5,5,0,9,1,2,4,False,False,False,True,False,True,False,False
1.3,17.1,5,7.434782608695653,True,False,False,False,1,7,13,2,664,2,2,3,7,0,10,2,3,4,False,False,False,False,True,True,False,False
9.0,600.0,4,60.0,False,True,False,False,2,18,76,1,341,3,4,5,5,3,19,3,0,0,True,False,False,False,False,False,False,True
6.1,6.9,5,0.9718309859154931,False,False,False,False,3,3,107,2,437,1,4,5,0,0,17,3,3,4,False,False,False,True,False,True,False,False
9.7,6.2,5,0.5794392523364487,False,True,False,False,1,3,25,2,106,2,4,5,5,0,17,0,0,4,False,True,False,True,True,False,False,False
6.3,19.4,5,2.6575342465753424,False,False,False,False,1,7,75,2,583,2,4,5,0,0,28,1,3,4,False,False,False,True,False,False,False,False
7.2,3.5,5,0.426829268292683,False,True,False,False,3,3,97,2,437,1,4,5,5,0,5,2,0,4,False,True,False,False,False,False,False,False
9.9,4.2,5,0.3853211009174312,False,True,False,False,2,3,97,2,355,3,4,5,5,0,6,0,0,4,True,False,True,True,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,3,33,117,2,229,1,4,5,6,3,5,3,0,1,True,False,False,False,False,True,False,False
8.2,5.7,5,0.6195652173913044,False,True,False,False,2,3,70,2,694,3,4,5,5,0,13,0,3,4,True,True,False,False,True,False,False,False
4.0,37.2,5,7.44,False,False,False,False,1,7,52,2,176,2,1,1,0,0,28,3,1,4,False,False,False,True,True,False,False,False
9.2,15.4,5,1.5098039215686276,False,True,False,False,3,7,27,2,229,1,4,7,5,0,28,3,1,4,True,False,False,True,True,False,False,False
14.4,6.6,5,0.42857142857142855,False,True,False,False,3,3,97,2,437,1,4,5,1,0,31,1,0,4,True,False,False,True,True,False,False,False
16.2,2.8,5,0.1627906976744186,False,True,True,False,4,3,16,2,613,0,4,5,1,0,18,2,1,4,True,False,False,False,False,False,False,False
3.0,1.8,4,0.45,False,False,False,False,1,28,58,0,583,2,4,5,0,3,28,0,1,0,False,False,False,True,False,False,False,False
3.0,34.7,5,8.675,False,False,False,False,2,7,94,2,694,3,1,5,0,0,14,3,3,4,False,True,True,True,True,False,False,False
15.9,5.2,5,0.3076923076923077,False,True,False,False,1,3,102,2,106,2,4,5,1,0,14,1,3,4,False,False,False,True,True,True,False,False
10.3,5.9,5,0.5221238938053098,False,True,False,False,2,3,97,2,128,3,4,5,1,0,9,3,3,4,False,False,True,True,False,False,False,False
5.2,4.4,5,0.7096774193548387,False,False,False,False,3,7,87,2,229,1,2,8,0,2,13,0,1,4,True,False,True,False,True,False,False,False
5.6,45.0,5,6.818181818181818,False,False,False,False,1,7,94,2,109,2,1,5,0,0,24,0,3,4,False,False,False,False,True,False,False,False
12.3,5.3,5,0.39849624060150374,False,True,False,False,1,3,16,2,670,2,4,5,1,0,19,2,1,4,True,False,False,False,False,False,False,False
13.0,4.2,5,0.3,False,True,False,False,2,3,25,2,694,3,4,5,1,0,14,1,0,4,False,True,False,True,True,False,False,False
7.0,7.7,5,0.9625,False,False,False,False,1,3,89,2,583,2,4,5,5,0,10,2,1,4,False,True,True,False,False,False,False,False
15.9,4.3,5,0.25443786982248523,False,True,False,False,1,3,25,2,176,2,4,5,1,0,24,1,0,4,False,False,False,False,True,False,False,False
0.5,5.3,5,3.533333333333333,True,False,False,False,3,3,25,2,709,1,4,5,3,0,27,1,2,4,False,False,False,False,True,False,False,False
3.3,3.0,5,0.6976744186046512,False,False,True,False,4,3,102,2,613,0,4,5,0,0,20,3,1,4,False,False,False,True,False,False,False,False
6.5,37.8,5,5.04,False,False,False,False,1,7,51,2,549,2,1,4,0,0,20,0,3,4,False,False,False,True,False,False,False,False
0.9,8.0,5,4.2105263157894735,True,False,False,False,1,3,75,2,677,2,4,5,3,0,20,1,0,4,False,False,False,True,False,False,False,False
1.2,41.1,5,18.68181818181818,True,False,False,False,2,7,51,2,128,3,1,4,7,0,5,2,0,4,True,False,True,False,False,True,False,False
7.4,6.3,5,0.75,False,True,False,False,2,3,89,2,694,3,4,5,5,0,10,3,1,4,False,True,False,False,True,False,False,False
11.6,26.8,5,2.126984126984127,False,True,False,False,1,7,94,2,423,2,1,5,1,0,18,1,2,4,False,False,False,False,False,False,False,False
5.6,4.3,5,0.6515151515151515,False,False,False,False,1,3,107,2,359,2,4,5,0,0,2,2,1,4,True,False,True,False,False,False,False,False
12.5,3.5,5,0.25925925925925924,False,True,False,False,1,7,87,2,340,2,2,8,1,2,2,0,1,4,True,False,True,False,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,2,7,117,2,355,3,4,5,6,3,20,2,1,1,False,False,False,True,False,False,False,False
3.2,6.7,5,1.5952380952380951,False,False,False,False,3,3,102,2,229,1,4,5,0,0,20,0,2,4,True,False,False,True,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,15,117,2,586,2,4,5,6,3,19,0,1,1,False,False,False,False,False,False,False,False
9.1,23.0,5,2.2772277227722775,False,True,False,False,1,7,75,2,186,2,4,5,5,0,23,2,0,4,True,False,False,True,False,False,False,False
10.4,44.5,5,3.9035087719298245,False,True,False,False,2,7,63,2,128,3,1,6,1,0,2,1,3,4,True,False,True,False,False,False,False,False
5.9,2.5,5,0.36231884057971014,False,False,False,False,1,3,25,2,699,2,4,5,0,0,23,2,2,4,False,False,False,True,False,False,False,False
5.5,23.0,5,3.5384615384615383,False,False,False,False,2,7,27,2,27,3,4,7,0,0,2,3,2,4,True,True,False,False,False,True,False,False
2.2,5.6,5,1.7499999999999998,False,False,False,False,3,3,75,2,229,1,4,5,7,0,23,1,2,4,True,False,False,True,False,False,False,False
9.9,38.6,5,3.541284403669725,False,True,False,False,2,7,63,2,27,3,1,6,5,0,13,0,3,4,True,False,False,False,False,True,False,False
1.1,5.8,5,2.761904761904762,True,False,False,False,1,3,107,2,584,2,4,5,7,0,5,1,3,4,False,True,False,False,False,False,False,False
0.5,21.9,5,14.6,True,False,False,False,2,7,75,2,128,3,4,5,4,0,9,1,0,4,True,False,True,True,False,False,False,False
11.3,4.4,5,0.35772357723577236,False,True,False,False,2,3,16,2,355,3,4,5,1,0,6,0,1,4,False,False,True,True,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,3,20,117,2,229,1,4,5,6,3,20,1,0,1,True,False,False,True,False,False,False,False
16.8,10.1,5,0.5674157303370786,False,True,False,False,2,3,89,2,128,3,4,5,1,1,10,1,3,4,False,False,True,False,False,False,False,False
9.4,41.0,5,3.942307692307692,False,True,False,False,1,7,94,2,311,2,1,5,5,0,23,1,3,4,False,False,False,True,False,False,False,False
5.4,6.4,5,1.0,False,False,False,False,2,3,82,2,355,3,4,5,0,0,9,2,1,4,False,True,False,True,False,False,False,False
13.6,28.0,5,1.9178082191780823,False,True,False,False,1,7,51,2,247,2,1,4,1,0,2,3,1,4,False,False,True,False,False,False,False,False
16.1,8.6,5,0.5029239766081871,False,True,False,False,3,3,89,2,229,1,4,5,1,1,2,3,3,4,True,True,True,False,False,False,False,False
7.4,5.7,5,0.6785714285714286,False,True,False,False,1,3,102,2,583,2,4,5,5,0,13,3,0,4,False,True,False,False,False,False,False,False
2.2,4.9,5,1.53125,False,False,False,False,1,3,16,2,244,2,4,5,7,0,19,0,2,4,False,False,False,False,False,False,False,False
11.8,4.2,5,0.328125,False,True,False,False,1,3,16,2,381,2,4,5,1,0,20,1,1,4,False,False,False,True,False,False,False,False
11.3,5.8,5,0.47154471544715443,False,True,False,False,2,3,82,2,27,3,4,5,1,0,2,1,0,4,True,False,False,False,False,True,False,False
0.0,0.0,5,0.0,False,False,False,False,1,30,117,2,62,2,4,5,6,3,20,0,1,1,False,False,False,True,False,False,False,False
9.2,2.5,5,0.2450980392156863,False,True,False,False,2,3,25,2,128,3,4,5,5,0,5,1,0,4,False,True,True,False,False,False,False,False
2.6,6.5,5,1.8055555555555556,False,False,False,False,3,3,75,2,229,1,4,5,7,0,20,0,1,4,True,False,False,True,False,False,False,False
6.8,3.7,5,0.4743589743589744,False,False,False,False,3,7,87,2,709,1,2,8,0,2,24,3,2,4,False,False,False,False,True,False,False,False
0.0,0.0,5,0.0,False,False,False,False,3,8,117,2,229,1,4,5,6,3,31,0,3,1,True,False,False,True,False,False,False,True
6.7,6.6,5,0.8571428571428571,False,False,False,False,2,7,75,2,355,3,4,5,0,0,28,3,3,4,True,False,False,True,False,False,False,False
6.1,36.6,5,5.154929577464789,False,False,False,False,3,7,51,2,437,1,1,4,0,0,13,3,3,4,False,True,True,False,False,False,False,False
2.6,4.5,5,1.25,False,False,False,False,1,3,97,2,106,2,4,5,7,0,14,3,0,4,True,True,False,True,True,False,False,False
13.9,7.7,5,0.5167785234899329,False,True,False,False,3,3,102,2,709,1,4,5,1,0,6,2,3,4,True,True,False,True,False,False,False,False
0.5,5.3,5,3.533333333333333,True,False,False,False,2,3,102,2,27,3,4,5,3,0,6,2,1,4,False,False,True,True,False,True,False,False
7.0,20.865232,0,2.608154,False,False,False,False,1,7,87,0,278,2,2,8,5,0,18,0,1,3,False,False,False,False,False,False,False,False
4.7,22.6,5,3.9649122807017547,False,False,False,False,2,7,13,2,694,3,2,3,0,0,10,2,3,4,True,True,False,False,True,False,False,False
9.9,5.6,5,0.5137614678899082,False,True,False,False,1,3,97,2,520,2,4,5,5,0,10,3,1,4,False,True,True,False,False,True,False,False
13.3,6.1,5,0.4265734265734265,False,True,False,False,2,7,87,2,355,3,2,8,1,0,31,1,2,4,False,False,False,True,False,False,False,False
12.0,21.6,5,1.6615384615384616,False,True,False,False,2,7,23,2,694,3,4,2,1,0,10,3,1,4,False,True,True,False,True,False,False,False
14.9,39.6,5,2.490566037735849,False,True,False,False,1,7,63,2,583,2,1,6,1,0,24,2,1,4,True,False,False,False,False,False,False,False
14.6,4.2,5,0.2692307692307693,False,True,False,False,3,3,75,2,229,1,4,5,1,0,24,2,3,4,True,False,False,False,True,False,False,False
0.0,0.0,5,0.0,False,False,False,False,3,7,117,2,229,1,4,5,6,3,9,1,2,1,True,False,True,True,False,False,False,True
16.8,2.5,5,0.14044943820224717,False,True,False,False,3,3,25,2,229,1,4,5,1,0,6,0,1,4,True,True,True,True,False,False,False,False
5.3,6.4,5,1.015873015873016,False,False,False,False,1,3,102,2,583,2,4,5,0,0,14,3,3,4,False,False,False,True,True,True,False,False
8.3,28.1,5,3.021505376344086,False,True,False,False,2,7,23,2,27,3,4,2,5,0,13,1,0,4,False,True,False,False,True,True,False,False
0.0,0.0,5,0.0,False,False,False,False,1,9,117,2,673,2,4,5,6,3,18,3,2,1,False,False,False,False,False,False,False,False
4.1,7.2,5,1.411764705882353,False,False,False,False,2,7,87,2,355,3,2,8,0,0,31,1,0,4,False,False,False,True,False,False,False,False
5.0,16.782904,0,2.7971506666666666,False,False,True,False,4,7,104,0,531,0,4,5,0,0,20,3,1,3,False,False,False,False,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,3,117,2,618,2,4,5,6,3,28,0,2,1,True,False,False,True,False,False,False,False
8.5,7.3,5,0.7684210526315789,False,True,False,False,2,3,70,2,128,3,4,5,5,0,17,2,3,4,False,False,True,True,True,False,False,False
1.6,8.2,5,3.1538461538461533,True,False,False,False,2,3,89,2,355,3,4,5,7,1,9,3,2,4,False,False,False,True,False,True,False,False
7.8,6.3,5,0.7159090909090908,False,True,False,False,3,3,97,2,709,1,4,5,5,0,31,3,0,4,False,False,False,True,False,False,False,False
7.1,4.6,5,0.5679012345679012,False,True,False,False,1,3,97,2,129,2,4,5,5,0,19,1,3,4,False,False,False,False,False,False,False,False
5.7,30.0,5,4.477611940298507,False,False,False,False,3,7,27,2,437,1,4,7,0,0,9,0,3,4,False,False,True,True,False,False,False,False
10.1,4.5,5,0.40540540540540543,False,True,False,False,2,3,102,2,694,3,4,5,1,0,9,3,1,4,True,True,False,True,False,False,False,False
0.5,21.3,5,14.200000000000001,True,False,False,False,3,7,13,2,437,1,2,3,4,0,13,3,0,4,True,False,True,False,True,False,False,False
11.0,4.5,5,0.375,False,True,False,False,1,3,82,2,106,2,4,5,1,0,24,2,3,4,False,False,False,False,True,False,False,False
10.3,12.3,5,1.0884955752212389,False,True,False,False,1,7,75,2,25,2,4,5,1,0,20,0,1,4,False,False,False,True,False,False,False,False
2.2,26.2,5,8.1875,False,False,False,False,3,7,13,2,709,1,2,3,7,0,6,2,2,4,False,False,True,True,False,True,False,False
13.1,25.1,5,1.7801418439716314,False,True,False,False,3,7,13,2,437,1,2,3,1,0,31,1,0,4,True,False,False,True,True,False,False,False
2.9,8.2,5,2.1025641025641026,False,False,False,False,3,3,89,2,229,1,4,5,7,1,28,2,1,4,True,False,False,True,True,False,False,False
7.8,9.6,5,1.0909090909090908,False,True,False,False,3,7,121,2,229,1,3,5,5,0,2,2,0,4,True,False,True,False,False,True,False,False
2.3,20.2,5,6.121212121212121,False,False,False,False,1,7,13,2,306,2,2,3,7,0,2,3,2,4,False,False,True,False,False,False,False,False
0.0,21.772416,0,0.0,False,False,False,False,1,7,94,3,681,2,1,5,6,3,18,0,3,3,False,False,False,False,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,3,117,2,112,2,4,5,6,3,5,0,3,1,False,True,True,False,False,False,False,False
15.6,6.7,5,0.40361445783132527,False,True,False,False,1,3,16,2,176,2,4,5,1,0,10,0,2,4,True,True,False,False,False,True,False,False
16.8,4.0,5,0.2247191011235955,False,True,False,False,2,3,82,2,128,3,4,5,1,0,5,1,1,4,True,False,True,False,False,False,False,False
11.4,5.9,5,0.47580645161290325,False,True,False,False,1,3,75,2,571,2,4,5,1,0,18,1,0,4,False,False,False,False,False,False,False,False
2.5,8.9,5,2.542857142857143,False,False,False,False,2,7,87,2,355,3,2,8,7,0,14,3,3,4,True,False,True,True,True,False,False,False
11.6,15.0,5,1.1904761904761905,False,True,False,False,2,7,13,2,355,3,2,3,1,0,6,2,3,4,False,False,True,True,False,True,False,False
3.8,5.7,5,1.1875,False,False,False,False,1,3,89,2,251,2,4,5,0,0,24,0,0,4,False,False,False,False,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,1,12,117,2,443,2,4,5,6,3,6,3,1,1,False,False,True,True,False,False,False,False
3.0,26.8,5,6.7,False,False,False,False,1,7,75,2,292,2,4,5,0,0,19,3,2,4,False,False,False,False,False,False,False,True
5.3,19.4,5,3.079365079365079,False,False,False,False,2,7,13,2,128,3,2,3,0,0,5,0,2,4,False,True,True,False,False,False,False,False
15.0,15.0,5,0.9375,False,True,False,False,3,7,23,2,709,1,4,2,1,0,6,3,1,4,False,False,False,True,False,True,False,False
0.5,2.5,5,1.6666666666666667,True,False,False,False,1,3,102,2,489,2,4,5,3,0,31,0,0,4,False,False,False,True,True,False,False,False
6.0,29.48348,0,4.211925714285714,False,False,False,False,1,7,53,1,432,2,0,5,0,0,18,1,2,3,False,False,False,False,False,False,False,False
3.0,590.0,4,147.5,False,False,False,False,1,5,8,0,122,2,4,5,0,3,6,1,1,0,True,False,False,True,False,True,False,False
5.4,4.5,5,0.703125,False,False,False,False,2,3,75,2,27,3,4,5,0,0,2,3,0,4,False,False,False,False,False,True,False,False
0.0,0.0,5,0.0,False,False,False,False,3,13,117,2,229,1,4,5,6,3,22,2,1,1,True,False,False,True,False,False,True,False
0.0,0.0,5,0.0,False,False,False,False,1,12,117,2,281,2,4,5,6,3,5,1,0,1,False,False,True,False,False,False,False,False
5.0,5.8,5,0.9666666666666667,False,False,False,False,3,7,121,2,229,1,3,5,0,0,10,3,3,4,True,True,True,False,True,False,False,False
12.8,41.8,5,3.0289855072463765,False,True,False,False,1,7,51,2,115,2,1,4,1,0,23,2,1,4,False,False,False,True,False,False,False,False
2.8,20.3,5,5.342105263157896,False,False,False,False,2,7,23,2,355,3,4,2,7,0,20,2,0,4,False,False,False,True,False,False,False,False
7.3,7.0,5,0.8433734939759036,False,True,False,False,2,3,16,2,355,3,4,5,5,0,17,3,1,4,False,False,True,True,False,True,False,False
0.0,0.0,5,0.0,False,False,False,False,1,22,117,2,176,2,4,5,6,3,14,0,2,1,False,False,False,True,True,True,False,False
0.0,0.0,5,0.0,False,False,False,False,3,10,117,2,229,1,4,5,6,3,28,3,3,1,True,False,False,True,False,False,False,False
10.6,31.9,5,2.75,False,True,False,False,3,7,51,2,709,1,1,4,1,0,2,2,3,4,False,True,True,False,False,False,False,False
8.8,23.7,5,2.4183673469387754,False,True,False,False,3,7,13,2,229,1,2,3,5,0,6,0,0,4,True,False,True,True,False,False,False,False
10.7,7.7,5,0.6581196581196582,False,True,False,False,3,3,97,2,709,1,4,5,1,0,6,2,1,4,False,True,True,True,False,False,False,False
0.0,0.0,2,0.0,False,False,False,False,1,35,117,2,391,2,4,5,6,3,19,2,3,2,False,False,False,False,False,False,False,True
5.8,36.6,5,5.382352941176471,False,False,False,False,3,7,52,2,709,1,1,1,0,0,18,1,3,4,False,False,False,False,False,False,False,False
7.3,4.4,5,0.5301204819277109,False,True,False,False,2,3,82,2,355,3,4,5,5,0,23,2,0,4,False,False,False,True,False,False,False,False
8.2,5.9,5,0.641304347826087,False,True,False,False,2,3,25,2,694,3,4,5,5,0,2,3,1,4,True,True,False,False,False,False,False,False
1.5,33.2,5,13.280000000000001,True,False,False,False,1,7,94,2,368,2,1,5,7,0,2,0,1,4,False,False,True,False,False,False,False,False
6.6,8.9,5,1.1710526315789476,False,False,False,False,3,7,121,2,437,1,3,5,0,0,31,2,2,4,True,False,False,True,True,False,False,False
8.3,7.1,5,0.7634408602150536,False,True,False,False,2,3,25,2,355,3,4,5,5,0,9,3,3,4,False,False,False,True,False,True,False,False
0.0,0.0,5,0.0,False,False,False,False,1,26,117,2,267,2,4,5,6,3,19,1,1,1,False,False,False,False,False,False,False,False
9.9,4.7,5,0.43119266055045874,False,True,False,False,2,3,25,2,694,3,4,5,5,0,9,2,2,4,True,True,False,True,False,False,False,False
5.1,25.7,5,4.213114754098361,False,False,False,False,2,7,75,2,128,3,4,5,0,0,10,2,3,4,True,True,True,False,True,True,False,False
0.0,0.0,5,0.0,False,False,False,False,1,0,117,2,359,2,4,5,6,3,20,0,0,1,False,False,False,True,False,False,False,False
5.9,4.0,5,0.5797101449275363,False,False,False,False,1,7,121,2,228,2,3,5,0,2,19,3,3,4,False,False,False,False,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,3,15,117,2,229,1,4,5,6,3,20,0,0,1,True,False,False,True,False,False,False,False
14.6,16.3,5,1.044871794871795,False,True,False,False,3,7,75,2,437,1,4,5,1,0,27,0,3,4,False,False,False,False,True,False,False,False
4.2,30.8,5,5.923076923076923,False,False,False,False,1,7,75,2,189,2,4,5,0,0,24,0,2,4,False,False,False,False,True,False,False,False
6.1,28.8,5,4.056338028169014,False,False,False,False,2,7,23,2,355,3,4,2,0,0,20,3,1,4,False,False,False,True,False,False,False,False
0.5,34.4,5,22.933333333333334,True,False,False,False,2,7,94,2,694,3,1,5,4,0,9,1,0,4,False,True,False,True,False,False,False,False
7.2,15.0,5,1.829268292682927,False,True,False,False,2,7,13,2,355,3,2,3,5,0,6,2,2,4,True,True,False,True,False,False,False,False
9.5,6.4,5,0.6095238095238096,False,True,False,False,2,7,121,2,355,3,3,5,5,0,6,0,2,4,True,True,False,True,False,False,False,False
7.7,33.3,5,3.8275862068965516,False,True,False,False,2,7,52,2,128,3,1,1,5,0,9,0,3,4,False,False,True,True,False,False,False,False
0.0,0.0,5,0.0,False,False,False,False,3,12,117,2,229,1,4,5,6,3,18,2,2,1,True,False,False,False,False,False,False,False
